OID,Country_or_Area,Year,Description,Magnitude,Value
62491F..ZF...,CAPE VERDE,1980,GOVERNMENT CONSUMPTION EXPEND.,ESCUDOS,842400000
62491F..ZF...,CAPE VERDE,1979,GOVERNMENT CONSUMPTION EXPEND.,ESCUDOS,649000000
62491F..ZF...,CAPE VERDE,1978,GOVERNMENT CONSUMPTION EXPEND.,ESCUDOS,628000000
62491F..ZF...,CAPE VERDE,1977,GOVERNMENT CONSUMPTION EXPEND.,ESCUDOS,498000000
62491F..ZF...,CAPE VERDE,1976,GOVERNMENT CONSUMPTION EXPEND.,ESCUDOS,368000000
62491F..ZF...,CAPE VERDE,1973,GOVERNMENT CONSUMPTION EXPEND.,ESCUDOS,124000000
62691F..ZF...,CENTRAL AFRICAN REP.,2005,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,74216000000
62691F..ZF...,CENTRAL AFRICAN REP.,2004,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,69999000000
62691F..ZF...,CENTRAL AFRICAN REP.,2003,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,68613000000
62691F..ZF...,CENTRAL AFRICAN REP.,2002,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,95559000000
62691F..ZF...,CENTRAL AFRICAN REP.,2001,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,95699000000
62691F..ZF...,CENTRAL AFRICAN REP.,2000,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,1.06029E+11
62691F..ZF...,CENTRAL AFRICAN REP.,1999,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,1.04511E+11
62691F..ZF...,CENTRAL AFRICAN REP.,1998,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,65402000000
62691F..ZF...,CENTRAL AFRICAN REP.,1997,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,64881000000
62691F..ZF...,CENTRAL AFRICAN REP.,1996,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,66538000000
62691F..ZF...,CENTRAL AFRICAN REP.,1995,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,83029000000
62691F..ZF...,CENTRAL AFRICAN REP.,1994,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,77898000000
62691F..ZF...,CENTRAL AFRICAN REP.,1993,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,55221000000
62691F..ZF...,CENTRAL AFRICAN REP.,1992,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,64006000000
62691F..ZF...,CENTRAL AFRICAN REP.,1991,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,64619000000
62691F..ZF...,CENTRAL AFRICAN REP.,1990,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,60328000000
62691F..ZF...,CENTRAL AFRICAN REP.,1989,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,62200000000
62691F..ZF...,CENTRAL AFRICAN REP.,1988,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,60700000000
62691F..ZF...,CENTRAL AFRICAN REP.,1987,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,63000000000
62691F..ZF...,CENTRAL AFRICAN REP.,1986,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,60600000000
62691F..ZF...,CENTRAL AFRICAN REP.,1985,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,58800000000
62691F..ZF...,CENTRAL AFRICAN REP.,1977,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,20700000000
62691F..ZF...,CENTRAL AFRICAN REP.,1976,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,17600000000
62691F..ZF...,CENTRAL AFRICAN REP.,1975,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,15900000000
62691F..ZF...,CENTRAL AFRICAN REP.,1974,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,13700000000
62691F..ZF...,CENTRAL AFRICAN REP.,1973,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,11800000000
62691F..ZF...,CENTRAL AFRICAN REP.,1972,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,11000000000
62691F..ZF...,CENTRAL AFRICAN REP.,1971,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,10500000000
62691F..ZF...,CENTRAL AFRICAN REP.,1970,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,10500000000
62691F..ZF...,CENTRAL AFRICAN REP.,1969,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,9800000000
62691F..ZF...,CENTRAL AFRICAN REP.,1968,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,9500000000
62691F..ZF...,CENTRAL AFRICAN REP.,1967,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,8900000000
62691F..ZF...,CENTRAL AFRICAN REP.,1966,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,8300000000
62691F..ZF...,CENTRAL AFRICAN REP.,1965,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,8200000000
62691F..ZF...,CENTRAL AFRICAN REP.,1964,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,11300000000
62691F..ZF...,CENTRAL AFRICAN REP.,1963,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,9700000000
62691F..ZF...,CENTRAL AFRICAN REP.,1962,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,10200000000
62691F..ZF...,CENTRAL AFRICAN REP.,1961,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,9900000000
62691F..ZF...,CENTRAL AFRICAN REP.,1960,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,9500000000
22891F..ZF...,CHILE,2008,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,1.05988E+13
22891F..ZF...,CHILE,2007,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,9.42435E+12
22891F..ZF...,CHILE,2006,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,8.20046E+12
22891F..ZF...,CHILE,2005,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,7.31746E+12
22891F..ZF...,CHILE,2004,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,6.65543E+12
22891F..ZF...,CHILE,2003,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,6.14622E+12
22891F..ZF...,CHILE,2002,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,5.94392E+12
22891F..ZF...,CHILE,2001,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,5.48077E+12
22891F..ZF...,CHILE,2000,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,5.05386E+12
22891F..ZF...,CHILE,1999,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,4.60383E+12
22891F..ZF...,CHILE,1998,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,4.19712E+12
22891F..ZF...,CHILE,1997,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,3.86048E+12
22891F..ZF...,CHILE,1996,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,3.42605E+12
22891F..ZF...,CHILE,1995,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,2.93854E+12
22891F..ZF...,CHILE,1994,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,2.42013E+12
22891F..ZF...,CHILE,1993,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,2.01794E+12
22891F..ZF...,CHILE,1992,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,1.61751E+12
22891F..ZF...,CHILE,1991,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,1.26731E+12
22891F..ZF...,CHILE,1990,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,9.019E+11
22891F..ZF...,CHILE,1989,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,7.418E+11
22891F..ZF...,CHILE,1988,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,6.13344E+11
22891F..ZF...,CHILE,1987,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,4.94103E+11
22891F..ZF...,CHILE,1986,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,4.30168E+11
22891F..ZF...,CHILE,1985,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,3.55797E+11
22891F..ZF...,CHILE,1984,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,2.7382E+11
22891F..ZF...,CHILE,1983,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,2.2067E+11
22891F..ZF...,CHILE,1982,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,1.9007E+11
22891F..ZF...,CHILE,1981,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,1.67433E+11
22891F..ZF...,CHILE,1980,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,1.33886E+11
22891F..ZF...,CHILE,1979,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,1.10395E+11
22891F..ZF...,CHILE,1978,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,70346600000
22891F..ZF...,CHILE,1977,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,41939000000
22891F..ZF...,CHILE,1976,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,17990000000
22891F..ZF...,CHILE,1975,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,5559880000
22891F..ZF...,CHILE,1974,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,1448400000
22891F..ZF...,CHILE,1973,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,150836000
22891F..ZF...,CHILE,1972,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,37709000
22891F..ZF...,CHILE,1971,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,19381000
22891F..ZF...,CHILE,1970,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,12588000
22891F..ZF...,CHILE,1969,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,7629000
22891F..ZF...,CHILE,1968,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,5244000
22891F..ZF...,CHILE,1967,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,3815000
22891F..ZF...,CHILE,1966,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,2951000
22891F..ZF...,CHILE,1965,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,1972000
22891F..ZF...,CHILE,1964,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,1253000
22891F..ZF...,CHILE,1963,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,833000
22891F..ZF...,CHILE,1962,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,628000
22891F..ZF...,CHILE,1961,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,505000
22891F..ZF...,CHILE,1960,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,442000
22891F..ZF...,CHILE,1959,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,400000
22891F..ZF...,CHILE,1958,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,300000
22891F..ZF...,CHILE,1957,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,200000
22891F..ZF...,CHILE,1956,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,200000
22891F..ZF...,CHILE,1955,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,100000
22891F..ZF...,CHILE,1954,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,67739.2
22891F..ZF...,CHILE,1953,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,41297.9
22891F..ZF...,CHILE,1952,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,32803.5
22891F..ZF...,CHILE,1951,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,21688.1
22891F..ZF...,CHILE,1950,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,17929.4
22891F..ZF...,CHILE,1949,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,12448.8
22891F..ZF...,CHILE,1948,GOVERNMENT CONSUMPTION EXPEND.,CHILEAN PESOS,9804.7
92491F..ZF...,"CHINA,P.R.: MAINLAND",2008,GOVERNMENT CONSUMPTION EXPEND.,YUAN,4.07204E+12
92491F..ZF...,"CHINA,P.R.: MAINLAND",2007,GOVERNMENT CONSUMPTION EXPEND.,YUAN,3.51909E+12
92491F..ZF...,"CHINA,P.R.: MAINLAND",2006,GOVERNMENT CONSUMPTION EXPEND.,YUAN,3.01184E+12
92491F..ZF...,"CHINA,P.R.: MAINLAND",2005,GOVERNMENT CONSUMPTION EXPEND.,YUAN,2.66052E+12
92491F..ZF...,"CHINA,P.R.: MAINLAND",2004,GOVERNMENT CONSUMPTION EXPEND.,YUAN,2.31994E+12
92491F..ZF...,"CHINA,P.R.: MAINLAND",2003,GOVERNMENT CONSUMPTION EXPEND.,YUAN,2.06151E+12
92491F..ZF...,"CHINA,P.R.: MAINLAND",2002,GOVERNMENT CONSUMPTION EXPEND.,YUAN,1.91199E+12
92491F..ZF...,"CHINA,P.R.: MAINLAND",2001,GOVERNMENT CONSUMPTION EXPEND.,YUAN,1.76651E+12
92491F..ZF...,"CHINA,P.R.: MAINLAND",2000,GOVERNMENT CONSUMPTION EXPEND.,YUAN,1.56614E+12
92491F..ZF...,"CHINA,P.R.: MAINLAND",1999,GOVERNMENT CONSUMPTION EXPEND.,YUAN,1.37165E+12
92491F..ZF...,"CHINA,P.R.: MAINLAND",1998,GOVERNMENT CONSUMPTION EXPEND.,YUAN,1.23589E+12
92491F..ZF...,"CHINA,P.R.: MAINLAND",1997,GOVERNMENT CONSUMPTION EXPEND.,YUAN,1.12191E+12
92491F..ZF...,"CHINA,P.R.: MAINLAND",1996,GOVERNMENT CONSUMPTION EXPEND.,YUAN,9.9636E+11
92491F..ZF...,"CHINA,P.R.: MAINLAND",1995,GOVERNMENT CONSUMPTION EXPEND.,YUAN,8.3785E+11
92491F..ZF...,"CHINA,P.R.: MAINLAND",1994,GOVERNMENT CONSUMPTION EXPEND.,YUAN,7.398E+11
92491F..ZF...,"CHINA,P.R.: MAINLAND",1993,GOVERNMENT CONSUMPTION EXPEND.,YUAN,5.4878E+11
92491F..ZF...,"CHINA,P.R.: MAINLAND",1992,GOVERNMENT CONSUMPTION EXPEND.,YUAN,4.2032E+11
92491F..ZF...,"CHINA,P.R.: MAINLAND",1991,GOVERNMENT CONSUMPTION EXPEND.,YUAN,3.3613E+11
92491F..ZF...,"CHINA,P.R.: MAINLAND",1990,GOVERNMENT CONSUMPTION EXPEND.,YUAN,2.6396E+11
92491F..ZF...,"CHINA,P.R.: MAINLAND",1989,GOVERNMENT CONSUMPTION EXPEND.,YUAN,2.3516E+11
92491F..ZF...,"CHINA,P.R.: MAINLAND",1988,GOVERNMENT CONSUMPTION EXPEND.,YUAN,1.9714E+11
92491F..ZF...,"CHINA,P.R.: MAINLAND",1987,GOVERNMENT CONSUMPTION EXPEND.,YUAN,1.6785E+11
92491F..ZF...,"CHINA,P.R.: MAINLAND",1986,GOVERNMENT CONSUMPTION EXPEND.,YUAN,1.5197E+11
92491F..ZF...,"CHINA,P.R.: MAINLAND",1985,GOVERNMENT CONSUMPTION EXPEND.,YUAN,1.2989E+11
92491F..ZF...,"CHINA,P.R.: MAINLAND",1984,GOVERNMENT CONSUMPTION EXPEND.,YUAN,1.1043E+11
92491F..ZF...,"CHINA,P.R.: MAINLAND",1983,GOVERNMENT CONSUMPTION EXPEND.,YUAN,89530000000
92491F..ZF...,"CHINA,P.R.: MAINLAND",1982,GOVERNMENT CONSUMPTION EXPEND.,YUAN,81190000000
92491F..ZF...,"CHINA,P.R.: MAINLAND",1981,GOVERNMENT CONSUMPTION EXPEND.,YUAN,73360000000
92491F..ZF...,"CHINA,P.R.: MAINLAND",1980,GOVERNMENT CONSUMPTION EXPEND.,YUAN,67670000000
92491F..ZF...,"CHINA,P.R.: MAINLAND",1979,GOVERNMENT CONSUMPTION EXPEND.,YUAN,62220000000
92491F..ZF...,"CHINA,P.R.: MAINLAND",1978,GOVERNMENT CONSUMPTION EXPEND.,YUAN,48000000000
53291F..ZF...,"CHINA,P.R.:HONG KONG",2009,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,1.42307E+11
53291F..ZF...,"CHINA,P.R.:HONG KONG",2008,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,1.39373E+11
53291F..ZF...,"CHINA,P.R.:HONG KONG",2007,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,1.30404E+11
53291F..ZF...,"CHINA,P.R.:HONG KONG",2006,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,1.23033E+11
53291F..ZF...,"CHINA,P.R.:HONG KONG",2005,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,1.21435E+11
53291F..ZF...,"CHINA,P.R.:HONG KONG",2004,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,1.27327E+11
53291F..ZF...,"CHINA,P.R.:HONG KONG",2003,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,1.30151E+11
53291F..ZF...,"CHINA,P.R.:HONG KONG",2002,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,1.31291E+11
53291F..ZF...,"CHINA,P.R.:HONG KONG",2001,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,1.28866E+11
53291F..ZF...,"CHINA,P.R.:HONG KONG",2000,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,1.20172E+11
53291F..ZF...,"CHINA,P.R.:HONG KONG",1999,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,1.19993E+11
53291F..ZF...,"CHINA,P.R.:HONG KONG",1998,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,1.1655E+11
53291F..ZF...,"CHINA,P.R.:HONG KONG",1997,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,1.12751E+11
53291F..ZF...,"CHINA,P.R.:HONG KONG",1996,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,1.03541E+11
53291F..ZF...,"CHINA,P.R.:HONG KONG",1995,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,93624000000
53291F..ZF...,"CHINA,P.R.:HONG KONG",1994,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,83148000000
53291F..ZF...,"CHINA,P.R.:HONG KONG",1993,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,72283000000
53291F..ZF...,"CHINA,P.R.:HONG KONG",1992,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,63785000000
53291F..ZF...,"CHINA,P.R.:HONG KONG",1991,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,51285000000
53291F..ZF...,"CHINA,P.R.:HONG KONG",1990,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,43132000000
53291F..ZF...,"CHINA,P.R.:HONG KONG",1989,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,36161000000
53291F..ZF...,"CHINA,P.R.:HONG KONG",1988,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,29937000000
53291F..ZF...,"CHINA,P.R.:HONG KONG",1987,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,25667000000
53291F..ZF...,"CHINA,P.R.:HONG KONG",1986,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,22839000000
53291F..ZF...,"CHINA,P.R.:HONG KONG",1985,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,19748000000
53291F..ZF...,"CHINA,P.R.:HONG KONG",1984,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,18024000000
53291F..ZF...,"CHINA,P.R.:HONG KONG",1983,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,16334000000
53291F..ZF...,"CHINA,P.R.:HONG KONG",1982,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,14546000000
53291F..ZF...,"CHINA,P.R.:HONG KONG",1981,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,12210000000
53291F..ZF...,"CHINA,P.R.:HONG KONG",1980,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,8706000000
53291F..ZF...,"CHINA,P.R.:HONG KONG",1979,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,6755000000
53291F..ZF...,"CHINA,P.R.:HONG KONG",1978,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,5436000000
53291F..ZF...,"CHINA,P.R.:HONG KONG",1977,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,4655000000
53291F..ZF...,"CHINA,P.R.:HONG KONG",1976,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,4007000000
53291F..ZF...,"CHINA,P.R.:HONG KONG",1975,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,3493000000
53291F..ZF...,"CHINA,P.R.:HONG KONG",1974,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,3171000000
53291F..ZF...,"CHINA,P.R.:HONG KONG",1973,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,2558000000
53291F..ZF...,"CHINA,P.R.:HONG KONG",1972,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,2078000000
53291F..ZF...,"CHINA,P.R.:HONG KONG",1971,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,1741000000
53291F..ZF...,"CHINA,P.R.:HONG KONG",1970,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,1630000000
53291F..ZF...,"CHINA,P.R.:HONG KONG",1969,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,1412000000
53291F..ZF...,"CHINA,P.R.:HONG KONG",1968,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,1300000000
53291F..ZF...,"CHINA,P.R.:HONG KONG",1967,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,1199000000
53291F..ZF...,"CHINA,P.R.:HONG KONG",1966,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,1070000000
53291F..ZF...,"CHINA,P.R.:HONG KONG",1965,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,949000000
53291F..ZF...,"CHINA,P.R.:HONG KONG",1964,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,847000000
53291F..ZF...,"CHINA,P.R.:HONG KONG",1963,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,746000000
53291F..ZF...,"CHINA,P.R.:HONG KONG",1962,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,654000000
53291F..ZF...,"CHINA,P.R.:HONG KONG",1961,GOVERNMENT CONSUMPTION EXPEND.,HONG KONG DOLLAR,619000000
54691F..ZF...,"CHINA,P.R.:MACAO",2009,GOVERNMENT CONSUMPTION EXPEND.,PATACAS,13738800000
54691F..ZF...,"CHINA,P.R.:MACAO",2008,GOVERNMENT CONSUMPTION EXPEND.,PATACAS,12117800000
54691F..ZF...,"CHINA,P.R.:MACAO",2007,GOVERNMENT CONSUMPTION EXPEND.,PATACAS,10959200000
54691F..ZF...,"CHINA,P.R.:MACAO",2006,GOVERNMENT CONSUMPTION EXPEND.,PATACAS,8991380000
54691F..ZF...,"CHINA,P.R.:MACAO",2005,GOVERNMENT CONSUMPTION EXPEND.,PATACAS,8402380000
54691F..ZF...,"CHINA,P.R.:MACAO",2004,GOVERNMENT CONSUMPTION EXPEND.,PATACAS,7200390000
54691F..ZF...,"CHINA,P.R.:MACAO",2003,GOVERNMENT CONSUMPTION EXPEND.,PATACAS,6830030000
54691F..ZF...,"CHINA,P.R.:MACAO",2002,GOVERNMENT CONSUMPTION EXPEND.,PATACAS,6322930000
54691F..ZF...,"CHINA,P.R.:MACAO",2001,GOVERNMENT CONSUMPTION EXPEND.,PATACAS,6108170000
54691F..ZF...,"CHINA,P.R.:MACAO",2000,GOVERNMENT CONSUMPTION EXPEND.,PATACAS,6045120000
54691F..ZF...,"CHINA,P.R.:MACAO",1999,GOVERNMENT CONSUMPTION EXPEND.,PATACAS,6918800000
54691F..ZF...,"CHINA,P.R.:MACAO",1998,GOVERNMENT CONSUMPTION EXPEND.,PATACAS,6182200000
54691F..ZF...,"CHINA,P.R.:MACAO",1997,GOVERNMENT CONSUMPTION EXPEND.,PATACAS,5877350000
54691F..ZF...,"CHINA,P.R.:MACAO",1996,GOVERNMENT CONSUMPTION EXPEND.,PATACAS,5335950000
54691F..ZF...,"CHINA,P.R.:MACAO",1995,GOVERNMENT CONSUMPTION EXPEND.,PATACAS,4791510000
54691F..ZF...,"CHINA,P.R.:MACAO",1994,GOVERNMENT CONSUMPTION EXPEND.,PATACAS,4159220000
54691F..ZF...,"CHINA,P.R.:MACAO",1993,GOVERNMENT CONSUMPTION EXPEND.,PATACAS,3589120000
54691F..ZF...,"CHINA,P.R.:MACAO",1992,GOVERNMENT CONSUMPTION EXPEND.,PATACAS,3113630000
54691F..ZF...,"CHINA,P.R.:MACAO",1991,GOVERNMENT CONSUMPTION EXPEND.,PATACAS,2909150000
54691F..ZF...,"CHINA,P.R.:MACAO",1990,GOVERNMENT CONSUMPTION EXPEND.,PATACAS,2367390000
54691F..ZF...,"CHINA,P.R.:MACAO",1989,GOVERNMENT CONSUMPTION EXPEND.,PATACAS,1820600000
54691F..ZF...,"CHINA,P.R.:MACAO",1988,GOVERNMENT CONSUMPTION EXPEND.,PATACAS,1342670000
54691F..ZF...,"CHINA,P.R.:MACAO",1987,GOVERNMENT CONSUMPTION EXPEND.,PATACAS,1048620000
54691F..ZF...,"CHINA,P.R.:MACAO",1986,GOVERNMENT CONSUMPTION EXPEND.,PATACAS,821812000
54691F..ZF...,"CHINA,P.R.:MACAO",1985,GOVERNMENT CONSUMPTION EXPEND.,PATACAS,702061000
54691F..ZF...,"CHINA,P.R.:MACAO",1984,GOVERNMENT CONSUMPTION EXPEND.,PATACAS,577462000
54691F..ZF...,"CHINA,P.R.:MACAO",1983,GOVERNMENT CONSUMPTION EXPEND.,PATACAS,427299000
54691F..ZF...,"CHINA,P.R.:MACAO",1982,GOVERNMENT CONSUMPTION EXPEND.,PATACAS,368645000
23391F..ZF...,COLOMBIA,2008,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,7.80236E+13
23391F..ZF...,COLOMBIA,2007,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,7.14742E+13
23391F..ZF...,COLOMBIA,2006,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,6.4966E+13
23391F..ZF...,COLOMBIA,2005,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,5.85617E+13
23391F..ZF...,COLOMBIA,2004,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,5.27269E+13
